nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,12","7,9",4,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11","7,2","3,9",9,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"1,82","0,58","7,8","4,9",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,14",8,"4,9",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,36","0,11",6,"4,8",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,17","7,4","3,1",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,21","7,9","4,2",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11",8,"4,2",6,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,21","8,1","4,9",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,3","8,9","4,9",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,16","7,8","4,2",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,85","0,27",8,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma Washingtonia,Palma,Longevo,Separador Vial,"1,35","0,43",10,"3,3",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Palma Washingtonia,Palma,Longevo,Separador Vial,"1,3","0,41","8,5",3,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,08","0,34",5,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma Llorona,Palma,Longevo,Separador Vial,"1,07","0,34","10,4","4,6",1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,48","0,47","9,5","10,4",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,28","13,5",12,4,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Juvenil,Separador Vial,0,"0,21","11,5","10,4",6,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,21","10,5",11,5,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Parque Urbano,0,"0,05","4,8","6,4",28,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Separador Vial,"0,24","0,08","9,2",8,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Separador Vial,0,"0,08","5,4","4,2",4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Separador Vial,0,"0,08","4,6","4,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Separador Vial,0,"0,07","3,5","3,8",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Maduro,Separador Vial,0,"0,13","3,2","3,2",18,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Maduro,Separador Vial,0,"0,08","4,5","2,3",9,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Maduro,Separador Vial,0,"0,07","4,8","2,6",8,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,25","8,3","15,4",4,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Ficus variegado,Arbol,Maduro,Separador Vial,0,"0,04","1,9","1,9",6,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Juvenil,Separador Vial,0,"0,05","2,9",2,12,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"0,92","0,29","8,4","11,4",1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,36","9,4","18,1",4,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Palma areca,Palma,Maduro,Separador Vial,0,"0,02","1,9","1,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Gualanday,Arbol,Maduro,Separador Vial,"1,75","0,56","11,8","10,2",1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,27","0,4","10,2","9,8",1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Palma areca,Palma,Juvenil,Separador Vial,0,"0,05","2,8","1,8",2,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Palma areca,Palma,Juvenil,Separador Vial,0,"0,05","2,1","1,6",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Maduro,Separador Vial,"1,36","0,43","9,8","10,8",1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,33","9,4","11,3",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Separador Vial,0,"0,05","2,3","2,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Palma areca,Palma,Maduro,Separador Vial,0,"0,06","3,3","2,2",4,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Separador Vial,"0,14","0,04","2,2","1,2",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Sano
Pomarroso,Arbol,Longevo,Separador Vial,0,"0,05","5,4","10,5",8,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guanabano,Arbol,Juvenil,Anden,0,"0,03","1,9","1,1",3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Francesina,Arbusto,Maduro,Anden,0,"0,02","2,1","2,2",8,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Anden,"0,26","0,08","3,4","2,3",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Anden,0,"0,5","7,6","24,2",4,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,42","0,45","9,6","9,6",1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Separador Vial,0,"0,45","7,8","16,5",2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,23","7,9","8,5",2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,26","0,4","8,6","11,2",1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Juvenil,Anden,0,"0,02","2,4","2,5",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Separador Vial,"2,93","0,93","8,6","19,4",1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,"1,4","0,45",10,"10,4",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,68","0,53","9,2","13,3",1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Anden,0,"0,3","8,5","19,8",4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Jazmin de noche, Caballero de la noche",Arbusto,Maduro,Anden,0,"0,02","1,8","2,2",6,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Separador Vial,"1,54","0,49","8,4","14,5",1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,"1,57","0,5","10,2","12,6",1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,66","0,53","8,4","13,6",1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Anden,0,"0,31","8,7","21,6",6,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Achiote, Achote",Arbusto,Maduro,Anden,0,"0,04","1,6","2,2",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Separador Vial,0,"0,26","8,6",14,3,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Palma manila, Palma navidad",Palma,Juvenil,Anden,"0,19","0,06","1,8","1,3",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Achiote, Achote",Arbusto,Maduro,Anden,0,"0,04","2,2",2,3,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,28","10,4",13,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Guanabano,Arbol,Juvenil,Anden,"0,17","0,05","2,6","1,4",1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,04","2,3","7,8",36,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Maduro,Anden,0,"0,17","4,8","10,2",3,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,7","0,54","9,6","14,4",1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Tulipan africano,Arbol,Juvenil,Anden,0,"0,04","2,4","1,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guanabano,Arbol,Juvenil,Anden,"0,13","0,04","2,9","1,2",1,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Separador Vial,"2,18","0,69","12,3","12,6",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Separador Vial,0,"0,3","8,4","10,2",3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Separador Vial,"0,87","0,28","10,6","8,8",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Tulipan africano,Arbol,Juvenil,Anden,0,"0,04","3,4","2,3",4,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Separador Vial,0,"0,24","11,4","11,8",5,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Separador Vial,0,"0,47","6,5","18,2",2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Pomarroso,Arbol,Maduro,Separador Vial,"0,79","0,25","5,2","10,4",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Acacia robinia,Arbol,Juvenil,Separador Vial,0,"0,07","4,4","3,2",2,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,7","0,54","9,5","10,8",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,28","8,5",10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,37",11,"10,3",2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,31","7,8","10,4",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,25","9,6","10,4",2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,78","0,57","10,4","17,2",1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Acacia robinia,Arbol,Maduro,Anden,0,"0,35",6,"12,4",2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,0,"0,26","9,6","10,8",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma Llorona,Palma,Maduro,Separador Vial,"1,21","0,39","9,5","4,8",1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Separador Vial,"0,69","0,22","9,4","7,4",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Juvenil,Separador Vial,0,"0,04","3,4","3,5",4,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Separador Vial,0,"0,17","6,8","16,4",6,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Palma Llorona,Palma,Longevo,Separador Vial,"1,27","0,4",4,"1,3",1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Gualanday,Arbol,Maduro,Separador Vial,0,"0,24","10,2","9,4",2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Separador Vial,"1,45","0,46",6,"9,6",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,"1,04","0,33",10,13,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,"1,09","0,35",12,12,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,"1,2","0,38",11,17,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,"1,24","0,39",11,19,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2",12,17,8,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,16",10,16,6,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",11,14,10,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,16",10,15,3,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12",10,15,6,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,11",8,16,5,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",10,16,7,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",10,12,5,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,19",9,16,4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",7,10,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,22",10,16,3,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12",9,14,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,13",9,14,4,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",10,14,4,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2",8,13,3,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",8,14,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,13",10,15,8,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2",10,14,6,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,11",5,9,3,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,"0,57","0,18","4,5",10,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14","9,5",10,7,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,11",9,9,4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Caracoli,Arbol,Juvenil,Escenario depor/cult,"0,12","0,04","2,7","2,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Juvenil,Escenario depor/cult,0,"0,04","2,7","2,7",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Juvenil,Escenario depor/cult,"0,14","0,04","3,3","1,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
"Cachimbo, Pisamo, Bucaro",Arbol,Juvenil,Escenario depor/cult,0,"0,04","2,3","1,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Caracoli,Arbol,Juvenil,Escenario depor/cult,"0,16","0,05","2,8","1,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Caracoli,Arbol,Juvenil,Escenario depor/cult,"0,14","0,04","3,2","2,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Caracoli,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04","2,5","1,5",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04","2,7","1,7",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Mango,Arbol,Juvenil,Escenario depor/cult,"0,21","0,07","3,8","2,7",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Eucalipto de flor, Corcho",Arbol,Maduro,Escenario depor/cult,"0,23","0,07","2,8","2,6",1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Acacia robinia,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04",2,"1,9",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Acacia robinia,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04",2,"1,6",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Caraqueno, Eritrina variegada, Chocho ornamental, Cambulo",Arbol,Juvenil,Escenario depor/cult,0,"0,06","3,3","4,3",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Cedro rosado,Arbol,Juvenil,Escenario depor/cult,"0,15","0,05","3,3","1,2",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guayacan hetero,Arbol,Juvenil,Escenario depor/cult,"0,14","0,04","2,8","1,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,93","0,3",8,20,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,2,"0,64",12,20,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,0,"0,54",14,24,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"3,9","1,24",14,24,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Borrachero de flor blanca,Arbusto,Maduro,Escenario depor/cult,0,"0,05","2,4","2,7",5,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,15",9,16,8,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,8","0,57",8,13,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,17","10,5",13,8,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,0,"0,31",12,17,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"1,13","0,36",7,5,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Sano
"Saman, Genizaro",Arbol,Juvenil,Escenario depor/cult,"1,22","0,39",13,13,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,1,"0,32",13,13,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"0,77","0,25",8,11,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"0,54","0,17",8,8,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12",9,10,7,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Juvenil,Escenario depor/cult,"0,34","0,11",8,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,16",10,9,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2",10,11,4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Escenario depor/cult,"0,37","0,12","5,5",6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,29","0,09","6,4","4,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,23","0,07",6,3,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,19",12,20,10,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,16","0,05","2,8","1,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,18","0,06","5,3","2,1",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,26",14,18,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,22","0,07",6,"6,2",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,92","0,29",12,16,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,23","0,07",7,"3,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12",12,12,4,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,32",12,14,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,05","6,3","7,2",4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,05",6,7,4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,08",6,10,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,06",6,7,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,05",6,6,9,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,05","4,6",8,7,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Almendro amazonico,Arbol,Maduro,Escenario depor/cult,"0,21","0,07","4,5","3,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,12","0,04","3,3","1,7",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,07",6,7,4,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,0,"0,08","6,3",10,5,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,04","3,3",3,3,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,92","0,29",13,16,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,55","0,18",13,10,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,35","0,11",5,"1,3",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,0,"0,18",12,8,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,26",12,19,3,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,12",7,6,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
