nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,25","0,08",7,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,85","0,27",10,11,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,03","0,33",10,11,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",11,9,5,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,6","0,19",8,8,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,28","0,09","8,7",6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,19","0,06",6,"4,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,16","0,05",6,"2,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,7","0,54",12,18,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,62","0,2",12,13,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,08",9,6,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12",11,14,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,31","0,1",7,7,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,1","5,2",4,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,78","0,25",12,10,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,23","0,07","4,6",3,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,2","0,06",8,4,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,59","0,19",11,14,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,1,"0,32",10,8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,33",11,14,4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,16",9,7,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,45","0,14",9,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,0,"0,05","7,5",5,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,34","0,11","8,5",7,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,25",12,15,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,21",10,14,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,16",10,14,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",11,14,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,29","0,41",11,14,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,6","0,19",9,9,1,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,21","0,39",12,16,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,09",5,"4,5",4,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,07","4,5",4,4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,0,"0,12",9,7,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,16",11,13,6,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Cerezo, Mirto, Azahar",Arbusto,Maduro,Escenario depor/cult,0,"0,05",7,9,7,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,37","0,44",13,18,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,08","5,2",4,7,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,07",6,6,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,27",11,11,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,37","0,44",11,17,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Inchi, Inche, Tacay",Arbol,Maduro,Escenario depor/cult,0,"0,07","6,2","4,5",2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,39",13,22,3,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Leche de perra,Arbol,Maduro,Escenario depor/cult,0,"0,05",5,4,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Leche de perra,Arbol,Maduro,Escenario depor/cult,0,"0,05","4,2",5,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,07",5,"5,6",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,"0,24","0,08",6,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,68","0,22",11,8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,13",6,9,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,1","0,35",11,14,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,28",13,18,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,28","0,41",14,14,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,19",12,15,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,9","0,29",12,16,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,21",13,16,5,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,43","0,14",8,7,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,36","0,43",11,17,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,29",12,20,4,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,32","0,1",6,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",12,11,4,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,1,"0,32",12,15,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,95","0,3",12,14,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,19",13,20,6,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,22",10,10,3,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,23","0,07",9,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"0,39","0,12",8,8,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Sano
"Jigua, Laurel jigua",Arbol,Maduro,Escenario depor/cult,"0,3","0,1",10,6,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,38",12,16,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Jigua, Laurel jigua",Arbol,Maduro,Escenario depor/cult,0,"0,31",14,20,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,34",12,20,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2",10,15,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,25",12,21,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,63","0,2",10,16,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,0,"0,14",10,16,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,76","0,24",10,16,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Cedro macho,Arbol,Maduro,Escenario depor/cult,"0,2","0,06","6,5",6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,"0,7","0,22",9,6,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Sano
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,4","0,13",12,14,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,47","0,15",12,4,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Sano
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,67","0,21",12,15,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,53","0,17",12,10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,19","0,06",7,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"0,34","0,11",6,"4,6",1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,2","0,06",8,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,21","0,07","8,7",5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,22","0,07",7,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"2,7","0,86",12,18,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,0,"0,18",9,16,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,12","0,36",12,20,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,5","0,16",10,10,1,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,14",11,16,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,19",13,18,5,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"0,5","0,16","6,2",7,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,0,"0,23",14,19,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,56","0,18",13,9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,4","0,45",12,15,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,38","0,12",8,7,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"1,22","0,39",12,19,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,17",8,18,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,85","0,27",7,8,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Tachuelo,Arbol,Maduro,Escenario depor/cult,"0,63","0,2",11,9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,74","0,24",10,13,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,71","0,23",7,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Cedro macho,Arbol,Maduro,Escenario depor/cult,"0,42","0,13",9,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,36",13,20,2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04",4,1,4,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03",4,"0,6",4,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03",4,"1,1",6,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03","2,8","0,8",6,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03","2,8","0,8",3,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04",5,"0,85",4,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03","2,8","1,1",3,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03",4,"1,1",3,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","3,2","0,9",3,Subterranea,No,Columnar,Bajo (0 - 33%),Regular
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","2,8","1,2",2,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04",3,"0,8",2,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","3,2","1,4",4,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","4,3","1,3",2,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","4,2","1,1",2,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,"0,14","0,04","4,2","0,9",1,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,"0,22","0,07","4,8","1,1",1,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03","4,2","0,9",3,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03",4,1,2,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","5,5","1,2",4,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
"Millonaria, Crispa",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","5,5","1,3",3,Subterranea,No,Columnar,Bajo (0 - 33%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,26",8,"9,3",2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,"0,67","0,21",10,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,08","4,6",7,4,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,77","0,25",15,10,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,29",13,20,5,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,25",8,10,3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,0,"0,25",10,11,2,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,32","0,42",9,"9,2",1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,"0,92","0,29",11,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Cheflera,Arbol,Maduro,Escenario depor/cult,"0,95","0,3",9,"5,2",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,31",12,15,3,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29","7,9","9,2",2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,28",11,"14,2",3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,0,"0,16",10,"9,1",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,28",13,13,2,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,21",7,"6,8",5,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,1","0,35",10,13,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,59","0,51",10,18,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,1","0,35",10,16,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Jigua, Laurel jigua",Arbol,Maduro,Escenario depor/cult,"0,7","0,22","9,7","7,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,87","0,28",6,9,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,26","7,6",11,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Camajon, Camajon duro, Panama, Suan",Arbol,Maduro,Escenario depor/cult,"1,9","0,6",11,11,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,9","0,29",11,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,9","0,29",10,8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,25","8,2",12,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Camajon, Camajon duro, Panama, Suan",Arbol,Maduro,Escenario depor/cult,"1,65","0,53",13,16,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,44","0,14",7,"3,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,07","0,34","6,8",9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,37",7,6,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,26",7,5,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,83","0,58",8,6,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,24",8,6,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,34","0,43",7,5,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Juvenil,Anden,0,"0,15",5,4,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,41",11,7,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Pomarroso,Arbol,Maduro,Anden,0,"0,28",5,5,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Anden,"0,65","0,21",6,4,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Acacia robinia,Arbol,Juvenil,Anden,"0,14","0,04","1,55","1,4",1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Juvenil,Anden,0,"0,31",7,6,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Anden,0,"0,28",8,6,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,45",8,8,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Pomarroso,Arbol,Juvenil,Anden,0,"0,11",3,3,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,56",12,9,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Palma areca,Palma,Juvenil,Anden,"0,18","0,06",2,2,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Anden,0,"0,07","2,5",2,7,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Anden,0,"0,07","2,5",4,3,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Totumo, Mate, Calabazo",Arbusto,Juvenil,Anden,"0,33","0,11",3,3,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Anden,0,"0,07",3,4,6,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Anden,0,"0,06",2,2,3,Subterranea,No,Aparasolada,Bajo (0 - 33%),Sano
"Totumo, Mate, Calabazo",Arbusto,Juvenil,Anden,0,"0,08","2,5",2,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Totumo, Mate, Calabazo",Arbusto,Juvenil,Anden,0,"0,07","2,5",3,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Juvenil,Anden,0,"0,07",3,4,9,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,15","0,37",7,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,89","0,6",7,6,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,14","0,36",6,7,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,32",8,6,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"0,9","0,29",7,5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,35","0,43",8,6,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,18",7,7,5,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Acacia robinia,Arbol,Maduro,Anden,0,"0,27",8,5,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,28",7,6,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,24",7,6,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,0,"0,31",6,6,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Acacia amarilla, Acacia siamea",Arbol,Maduro,Anden,"1,45","0,46",8,5,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
